pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k2,sdk2
0.4,0.9,0.1169049238,0.1239515871,0.7591434891,0.014483731,0.0297142251,0.0329610292,0.5112403149,0.0902072195,0.6387152337,0.0494415439,0.6775729963,0.0819106181
0.4,0.95,0.1143187703,0.0664652837,0.819215946,0.0143506785,0.0222007126,0.0263598994,0.6862853787,0.0680432125,0.728823919,0.039539849,0.826857536,0.0655063177
0.45,0.05,0.1220295426,0.38162017,0.4963502874,0.014669534,0.0221545038,0.0228195494,-0.2668900525,0.0638493326,0.2446032242,0.034032681,0.0061972947,0.0577729931
0.45,0.1,0.1220711072,0.3779436141,0.4999852787,0.0146205661,0.022482321,0.0232061716,-0.2559019495,0.0649675753,0.2500288678,0.0346740969,0.0154001199,0.0587518172
0.45,0.15,0.1220730567,0.3747976506,0.5031292927,0.0146445654,0.0229672924,0.023817561,-0.2464660085,0.0666174239,0.2547337541,0.0356174677,0.0233599221,0.0602996914
0.45,0.2,0.122095901,0.3713433642,0.5065607348,0.0146381584,0.0235988749,0.0243789902,-0.2361259935,0.0685266043,0.2598654711,0.0365002163,0.0320474154,0.06172108
0.45,0.25,0.1220693577,0.3668490377,0.5110816046,0.0146566345,0.0242761884,0.0252313621,-0.2226164709,0.0708253554,0.2666426893,0.0377888565,0.043493048,0.0638790576
0.45,0.3,0.1221871032,0.3619752812,0.5158376156,0.0146716792,0.0247339786,0.025751359,-0.2081129468,0.0723152772,0.273771832,0.0385800343,0.0555339953,0.0651955506
0.45,0.35,0.1221579605,0.3564602599,0.5213817796,0.0146006626,0.0255764896,0.0266275178,-0.1915387403,0.0750043754,0.2820796426,0.0399192846,0.069570335,0.0674137501
0.45,0.4,0.1219851787,0.3497831042,0.5282317171,0.0146784252,0.0261738453,0.0272633567,-0.1713344914,0.0768724957,0.2923539865,0.0408743163,0.0869125439,0.0690235243
0.45,0.45,0.1220700575,0.3430877531,0.5348421895,0.0146343841,0.0271051245,0.0282915471,-0.1513333167,0.0798813568,0.3022670332,0.0424245597,0.1036484912,0.0716266271
0.45,0.5,0.1217999,0.334179905,0.544020195,0.0146292736,0.02785799,0.029249542,-0.1243396151,0.0824316777,0.316035916,0.0438543192,0.1268847453,0.0740520139
0.45,0.55,0.1216301425,0.3227030992,0.5556667583,0.0146661412,0.0288083894,0.03024728,-0.0897394401,0.0854051651,0.3335006248,0.0453688195,0.1563707274,0.0765780196
0.45,0.6,0.1212762059,0.3107253687,0.5679984254,0.0146744133,0.029499467,0.0310190103,-0.0534523119,0.08761947,0.3519987628,0.0465237485,0.1875912088,0.0785318343
0.45,0.65,0.1210173457,0.2964905274,0.582492127,0.0146251009,0.0305827565,0.0322265436,-0.0104889278,0.0911026518,0.3737381905,0.0483398154,0.224285383,0.0815889854
0.45,0.7,0.1204274181,0.2762445389,0.603328043,0.0146629522,0.0315726793,0.0335859987,0.0508389653,0.094525436,0.4049920645,0.050378998,0.2770363472,0.0850307618
0.45,0.75,0.1197056736,0.2528595601,0.6274347663,0.0145866945,0.0325116498,0.0345916975,0.1217156461,0.0975000385,0.4411521495,0.0518875462,0.3380681203,0.0875769221
0.45,0.8,0.1188350412,0.2244698825,0.6566950762,0.0145976525,0.0330123689,0.0354004343,0.2077553112,0.0993593898,0.4850426143,0.0531006515,0.4121473957,0.0896244274
0.45,0.85,0.1176344414,0.1857058485,0.6966597101,0.0145159724,0.0323838652,0.0350186229,0.325248013,0.0977229414,0.5449895651,0.0525279343,0.513327155,0.088657783
0.45,0.9,0.1158386403,0.1360832542,0.7480781055,0.0143810414,0.0306040776,0.0336384848,0.4759115971,0.0927398063,0.6221171582,0.0504577272,0.6435047739,0.0851636427
0.45,0.95,0.1138875281,0.0728874031,0.8132250687,0.0143068472,0.0237488519,0.0276739087,0.6674502624,0.0726099973,0.7198376031,0.041510863,0.8084394531,0.0700629319
0.5,0.05,0.1115379655,0.3862175706,0.5022444639,0.0140926194,0.0221207746,0.0227301695,-0.2701906773,0.0639433343,0.2534264559,0.0339418976,0.0057714786,0.0584490074
0.5,0.1,0.1120682079,0.3831523119,0.5047794801,0.0140633478,0.0225175417,0.0231962991,-0.2615251437,0.0652754738,0.2572169083,0.0346653019,0.0122900918,0.0596476262
0.5,0.15,0.1125842039,0.380056011,0.5073597851,0.0140843434,0.0228951843,0.0235485188,-0.2527522369,0.0664228692,0.2610766808,0.0352221261,0.0189251616,0.0605533341
0.5,0.2,0.1130842289,0.3762005749,0.5107151962,0.0141098895,0.0236375322,0.0244274403,-0.2416859535,0.068879018,0.2661013997,0.0365625756,0.0275533617,0.062813418
0.5,0.25,0.1135982254,0.3722043989,0.5141973757,0.0141962848,0.0241974819,0.0248851294,-0.2302114221,0.070482968,0.2713292427,0.03723158,0.0365075374,0.0639903328
0.5,0.3,0.1140585354,0.3673769058,0.5185645589,0.0141730891,0.0247309776,0.0256107929,-0.2161892527,0.0723582251,0.2778661085,0.0383593357,0.0477374371,0.0658563247
0.5,0.35,0.1145611097,0.3619554111,0.5234834791,0.0141973866,0.0253962117,0.0263197864,-0.2004273432,0.0744638658,0.2852304674,0.0394632469,0.0603860892,0.0676794508
0.5,0.4,0.1150125219,0.3564749063,0.5285125719,0.0142277646,0.0259680625,0.0269790092,-0.1844372407,0.0763202717,0.2927744814,0.0404499231,0.0733180419,0.0693745951
0.5,0.45,0.1154456136,0.3488665834,0.535687803,0.0142409876,0.0264241932,0.0275538193,-0.1620453637,0.0778553487,0.3035339915,0.0413229399,0.0917686364,0.0708526781
0.5,0.5,0.1158845789,0.3402215946,0.5438938265,0.0142862224,0.027580091,0.0288225439,-0.1365493627,0.0815352275,0.3158428393,0.0432265961,0.1128698397,0.074115113
0.5,0.55,0.1162513122,0.3310910522,0.5526576356,0.0143179442,0.0284432488,0.0298803815,-0.1095244689,0.0843955861,0.3289868283,0.0448192817,0.1354053487,0.0768352667
0.5,0.6,0.1165790302,0.3198517121,0.5635692577,0.0143373708,0.0293710791,0.0308801606,-0.0761341665,0.0873246488,0.3453538865,0.0463202409,0.1634638055,0.0794061273
0.5,0.65,0.116856111,0.3060548613,0.5770890277,0.0144691604,0.029894973,0.031498614,-0.0350206948,0.0889945578,0.3656335416,0.0472479209,0.1982289285,0.0809964359
0.5,0.7,0.1169842289,0.2858275931,0.597188178,0.0144039173,0.0314292924,0.0331904735,0.0255329918,0.0938971748,0.3957822669,0.0497857102,0.2499124576,0.0853469317
0.5,0.75,0.1169411647,0.2630501125,0.6200087228,0.0144424389,0.0322595516,0.0342617835,0.0939084979,0.0966877104,0.4300130842,0.0513926752,0.3085938587,0.0881017289
0.5,0.8,0.116643864,0.2338991502,0.6494569858,0.0144409297,0.0334807517,0.035760335,0.1816586853,0.1007228286,0.4741854786,0.0536405025,0.3843179634,0.0919551472
0.5,0.85,0.1160356411,0.1965305424,0.6874338165,0.0143742365,0.0328574893,0.0352833428,0.2943727318,0.0989908738,0.5311507248,0.0529250142,0.4819726711,0.0907285957
0.5,0.9,0.115072107,0.1462650087,0.7386628843,0.0143420161,0.0306811533,0.0336545527,0.4461328668,0.0929220045,0.6079943264,0.050481829,0.6137045596,0.0865402784
0.5,0.95,0.1134034241,0.0798773557,0.8067192202,0.0142384295,0.0251034272,0.028893191,0.6469645089,0.0766816541,0.7100788303,0.0433397866,0.7887065662,0.074296777
