pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k2,sdk2,k0,k1,sdk0,sdk1
0.05,0.75,0.1349704003,0.0409798979,0.8240497019,0.0598301256,0.0627753858,0.0871707696,0.7420899061,0.1981954483,0.7364321063,0.1290497342,0.8794656885,0.1379582118,0.9206193368,0.8125125249,0.1358107146,0.2522420988
0.05,0.8,0.1271592102,0.0326635484,0.8401772414,0.0579515652,0.0576799956,0.0819489928,0.7748501446,0.1827348784,0.7605762845,0.1213283028,0.9050492313,0.129808095,0.9383502591,0.850411438,0.1315464977,0.2329375532
0.05,0.85,0.1201776699,0.022627486,0.8571948441,0.0562821842,0.0466667073,0.073264201,0.8119398722,0.1511100604,0.7859025958,0.1092446249,0.9320439602,0.1161995045,0.9541979273,0.8911957317,0.1277571052,0.2042415403
0.05,0.9,0.1140102117,0.0143825472,0.871607241,0.0547072015,0.0353775868,0.0651193863,0.8428421466,0.119353632,0.8074110758,0.0976776689,0.9549127862,0.1034084674,0.9681976789,0.9278903743,0.1241819912,0.1664997525
0.05,0.95,0.1080594137,0.0072876067,0.8846529796,0.0531135083,0.0278724066,0.0600640474,0.8700777663,0.0992078936,0.8270763024,0.0893592578,0.9756501095,0.0951665038,0.9817056253,0.965343358,0.1205644052,0.119417
0.1,0.05,0.3453403792,0.2624968044,0.3921628164,0.0816714495,0.078320656,0.0873738482,-0.1328307923,0.2153296721,0.1565442211,0.0872532819,0.1347809501,0.1036473132,0.2523428438,0.2402243317,0.190108697,0.1836000342
0.1,0.1,0.3213330953,0.2596186668,0.4190482379,0.0822988095,0.0828405533,0.0940871915,-0.1001890956,0.2327796262,0.1769594744,0.1002355383,0.1592556206,0.1210101958,0.2866877801,0.2541301205,0.208231781,0.1936952494
0.1,0.15,0.2983996858,0.2560832649,0.4455170493,0.0813594559,0.086775964,0.0994383211,-0.0666494805,0.2482048037,0.2021152569,0.1143894496,0.1897141599,0.1392490685,0.3312968627,0.2669894363,0.2272730444,0.2022268028
0.1,0.2,0.2760052844,0.2479020245,0.4760926911,0.079929154,0.0916331015,0.1057263464,-0.0197113579,0.2667144416,0.238149534,0.1297406409,0.2328244912,0.1596513168,0.3871811695,0.2854520247,0.2435219144,0.2129726979
0.1,0.25,0.2564181812,0.2384799514,0.5051018674,0.0785105158,0.0948754251,0.1103642531,0.0281419645,0.2796803187,0.2751418574,0.1415490326,0.2777861678,0.1759841471,0.4441268157,0.3028518993,0.2543759791,0.2205051912
0.1,0.3,0.2385916378,0.2292653979,0.5321429643,0.0768092355,0.0999161589,0.115453111,0.0736121684,0.2967968632,0.312331917,0.1522339572,0.3229136971,0.1911600977,0.5008530451,0.3287953318,0.2596387727,0.2319570892
0.1,0.35,0.2212839647,0.2147173207,0.5639987146,0.0748929836,0.1012507683,0.1180285452,0.1345640733,0.3034544496,0.3562578641,0.1601125256,0.3774055487,0.2022007891,0.5589087464,0.3518528327,0.2615527444,0.2413231662
0.1,0.4,0.2065569322,0.2004574571,0.5929856107,0.0729208769,0.1038125395,0.1207531548,0.1920706966,0.3126840654,0.3974221445,0.166983445,0.4285555884,0.2121156038,0.6101333766,0.3852597463,0.2599544941,0.2516988945
0.1,0.45,0.1918033349,0.1829991074,0.6251975578,0.0706525484,0.1038930522,0.121139027,0.259199343,0.3143294834,0.4438563216,0.1696599395,0.4869583503,0.2160650529,0.6627335143,0.4222988743,0.2554797821,0.2622413306
0.1,0.5,0.1793663013,0.165031028,0.6556026708,0.0686846784,0.1046683971,0.1225146275,0.3255406148,0.3183192924,0.4886781876,0.1722950982,0.5432987408,0.2199378813,0.7076608539,0.4698674311,0.2506560535,0.2726029807
0.1,0.55,0.1682005213,0.1478826008,0.6839168779,0.0664290968,0.1024859292,0.1204634327,0.3881516764,0.3126161546,0.5296614418,0.1716209135,0.5951375992,0.2191367667,0.7483298256,0.5136947804,0.2439295415,0.2773706581
0.1,0.6,0.1576581569,0.1294929125,0.7128489306,0.0644518803,0.0972542446,0.1155599706,0.4538631057,0.2974971585,0.5713938658,0.1676902131,0.6481901403,0.2135345006,0.7870462717,0.5588844626,0.2373831307,0.2808797335
0.1,0.65,0.1480841218,0.1080301353,0.7438857428,0.0626393721,0.0928886477,0.1112922624,0.5278254722,0.2847460735,0.6176909344,0.1613358121,0.7066378061,0.2053785707,0.8223206038,0.6262902438,0.2310900305,0.2763725699
0.1,0.7,0.1398714607,0.0925123005,0.7676162388,0.0608498876,0.0878618617,0.1067095975,0.5825916378,0.2703213595,0.6527930874,0.1554458605,0.7511657251,0.197258913,0.8526415754,0.6737317711,0.2246389674,0.2731289379
0.1,0.75,0.1320888349,0.0729930375,0.7949181276,0.0591209925,0.0796317622,0.0990011516,0.6489320527,0.2458869778,0.6929573321,0.1463034257,0.8019215775,0.1855134518,0.8813731401,0.7382243623,0.2184333046,0.2560171461
0.1,0.8,0.1251424287,0.0591363588,0.8157212126,0.0574702323,0.0725443081,0.0928202961,0.697448495,0.2254267658,0.7238851716,0.1379642274,0.841010227,0.174591636,0.907021229,0.7849547409,0.2125023526,0.240780904
0.1,0.85,0.1188281501,0.0443212054,0.8368506445,0.0560736356,0.0653758188,0.0865829791,0.7482082337,0.2045612812,0.7555386153,0.1286361511,0.8808708013,0.1629178482,0.9303780317,0.83878512,0.2073220774,0.2175883799
0.1,0.9,0.1133502339,0.0297312815,0.8569184847,0.0548408209,0.0552243858,0.0782006863,0.7974559217,0.1750125923,0.7855375442,0.1164284543,0.9187196208,0.1472632424,0.9506307181,0.8910755372,0.2027970314,0.1874895731
0.1,0.95,0.1080032849,0.0131761345,0.8788205806,0.0530757316,0.0354327124,0.0639611278,0.8524683115,0.1190456789,0.8182752169,0.0956312576,0.9600305019,0.1206097328,0.9704014701,0.9506192432,0.1962943469,0.1262533651
0.15,0.05,0.2676189524,0.2940914771,0.4382895705,0.0757952129,0.0807915801,0.0883900752,-0.1498933838,0.2260802162,0.1861206841,0.103460446,0.1501848727,0.1131549189,0.3401397159,0.2195127613,0.25363665,0.1626616493
0.15,0.1,0.2543498411,0.2910276717,0.4546224872,0.0749233749,0.0834254433,0.091500853,-0.1274328561,0.2359004487,0.2063309173,0.1106218147,0.1621531111,0.1222626672,0.3542565521,0.2268993908,0.2592179974,0.1683171183
0.15,0.15,0.2412988182,0.2853415218,0.4733596601,0.0743786384,0.0872447586,0.09680708,-0.0973233834,0.250440324,0.2314012211,0.1203164485,0.1839885077,0.1363362572,0.3787200044,0.2389527244,0.2712504868,0.1765031596
0.15,0.2,0.228923055,0.2803250616,0.4907518835,0.073552767,0.0910758027,0.1011671904,-0.0698982397,0.263918914,0.2551507837,0.1283201348,0.2068662438,0.1500460755,0.4094174684,0.2524017975,0.2839131429,0.1839518976
0.15,0.25,0.2166435534,0.2719164495,0.5114399971,0.0720964132,0.0944549501,0.1053752546,-0.0323929018,0.276489553,0.28350291,0.1365022179,0.2363310352,0.165909906,0.445230575,0.2670893297,0.2956309593,0.1927506823
0.15,0.3,0.2058154033,0.2601958082,0.5339887885,0.0712774148,0.097814274,0.1095485996,0.0135971721,0.2885264987,0.3146134895,0.1450035162,0.27237869,0.1814944532,0.4834353316,0.2874503551,0.3075471276,0.202997852
0.15,0.35,0.1949004178,0.2472380476,0.5578615346,0.0700577133,0.1002734089,0.1129825355,0.0633854394,0.2980059275,0.3478496804,0.1524294934,0.3129873031,0.1958660396,0.52608447,0.3108883527,0.3163732595,0.2126300159
0.15,0.4,0.1844488878,0.2363082087,0.5792429036,0.0683773959,0.1044630545,0.1176235125,0.1066264862,0.3124581797,0.3795101939,0.1592613191,0.3529205604,0.2094179024,0.5692695431,0.3377258066,0.3225021206,0.2260598132
0.15,0.45,0.1754944121,0.2207145357,0.6037910522,0.0669036077,0.1062648315,0.1200415124,0.1623619809,0.3194229096,0.4141129718,0.1652787783,0.3983648588,0.220515348,0.6090986002,0.3702947188,0.3259109851,0.2374086917
0.15,0.5,0.1664105402,0.2067613097,0.6268281501,0.0654548851,0.1064517111,0.1201073614,0.2133055308,0.3204691118,0.446922198,0.1675335307,0.4416243769,0.2265377331,0.6517830011,0.3995104285,0.3279233632,0.2459595952
0.15,0.55,0.1576871496,0.185470918,0.6568419324,0.063949196,0.1062046373,0.120777673,0.2859000964,0.3213398348,0.4903935445,0.170435655,0.5004514864,0.233135047,0.6944246663,0.448601938,0.3278085363,0.2583942995
0.15,0.6,0.1502028779,0.1668037276,0.6829933945,0.0627865214,0.1052638989,0.1203479925,0.3493859392,0.3194519585,0.5286920413,0.1709063729,0.5528889628,0.2354124338,0.732555499,0.4961327967,0.3263543312,0.2657938447
0.15,0.65,0.1425028029,0.1448140822,0.7126831149,0.0612489885,0.1009291442,0.1165681955,0.4230549505,0.3072160613,0.5716980755,0.1679414522,0.6123220944,0.2322633485,0.7720774679,0.5536316329,0.3231105218,0.2653919725
0.15,0.7,0.135849609,0.1271369301,0.7370134609,0.0597538639,0.0993346404,0.1153402184,0.4827396008,0.3032709582,0.6079318028,0.1662315151,0.6624954971,0.2307894923,0.8067938165,0.60487657,0.3186733838,0.2683181561
0.15,0.75,0.1295110508,0.1054640626,0.7650248866,0.0581832709,0.0925299631,0.109031948,0.5540967615,0.2833091517,0.6490200307,0.1588468882,0.7195771264,0.2211042227,0.8403238504,0.6658365681,0.3129487693,0.2617893049
0.15,0.8,0.1235898168,0.0835119791,0.792898204,0.0569377168,0.0838586441,0.1007694732,0.6258742457,0.2572416883,0.6899432999,0.1489809873,0.7765548078,0.2078334758,0.8720108013,0.730835672,0.3082035068,0.247559041
0.15,0.85,0.1174317849,0.0636249509,0.8189432642,0.0555478632,0.0760503829,0.0943090809,0.6916933624,0.2349754081,0.7290368122,0.1388739027,0.8311078825,0.1938154944,0.905332028,0.7938807951,0.3019338365,0.2278444463
0.15,0.9,0.1122282287,0.0401928089,0.8475789624,0.0542931591,0.0613042829,0.0820178351,0.7671933445,0.1919233497,0.7716028136,0.1218374769,0.8905161236,0.1701817072,0.9334494505,0.8680690099,0.2964650686,0.1900049586
0.15,0.95,0.1075331167,0.0198436105,0.8726232728,0.0529863224,0.043052743,0.0683381949,0.8329360517,0.1397013172,0.8090499518,0.101764665,0.942812944,0.1421315578,0.9591139314,0.9340694486,0.2897325864,0.1379212513
0.2,0.05,0.2197901953,0.316499875,0.4637099297,0.0703725939,0.0812428788,0.0874217148,-0.1692898204,0.2294024778,0.2181779555,0.1073029367,0.1571531024,0.119337071,0.4418138323,0.2038008865,0.3376178369,0.1539122548
0.2,0.1,0.2111199343,0.3110820866,0.4777979791,0.0698425541,0.08436611,0.0912526095,-0.1443661942,0.2406885842,0.2373868676,0.1137530892,0.1682969345,0.1279281154,0.450113492,0.2126711179,0.3385940923,0.1599179244
0.2,0.15,0.2030396687,0.3044346056,0.4925257257,0.0690688075,0.0871673456,0.0944138572,-0.1163434856,0.2505789413,0.2568517871,0.1203494248,0.182437481,0.1375090028,0.4625161057,0.2225934945,0.3418148201,0.1654385984
0.2,0.2,0.1958857429,0.2984443889,0.5056698682,0.0685262113,0.0898025844,0.0977926724,-0.0912189096,0.2601644903,0.2750962259,0.1261859211,0.1986775026,0.1479683145,0.4789498544,0.232556718,0.3483114575,0.1715309983
0.2,0.25,0.188342343,0.2914339986,0.5202236584,0.0677563084,0.0931070444,0.1023280437,-0.0626443389,0.2724789556,0.2961666012,0.1329369064,0.2206999271,0.1606231594,0.4996406001,0.2461884529,0.3568496802,0.1791251382
0.2,0.3,0.1810754454,0.2827883029,0.5361362517,0.0667480239,0.0954300073,0.1049723689,-0.0294403542,0.2806925632,0.3181855965,0.1382434599,0.2438417218,0.1721101113,0.5230354656,0.2598899255,0.3650121887,0.1865062409
0.2,0.35,0.1745266541,0.2740316349,0.551441711,0.0659332256,0.0990608333,0.1090198874,0.0033784411,0.2929845034,0.3401463206,0.1448556802,0.2696754674,0.1857094447,0.5487869869,0.2784574469,0.3727738879,0.196580884
0.2,0.4,0.1678151891,0.2610580212,0.5711267897,0.0651275844,0.1010782037,0.1119404211,0.0490107473,0.3006818728,0.3672661835,0.1516800745,0.3028647794,0.1997894221,0.57774791,0.3008817592,0.382499396,0.2064434002
0.2,0.45,0.1614786303,0.2508415753,0.5876797943,0.0640873144,0.1045100243,0.115594565,0.0859966437,0.312099365,0.3918276859,0.156816254,0.334856898,0.2110335189,0.6078455896,0.3240270341,0.3889993849,0.2183673867
0.2,0.5,0.1544182526,0.229844396,0.6157373514,0.062923043,0.1056431095,0.1178504658,0.1560485593,0.3173489841,0.4312770379,0.1630729931,0.3878393375,0.2247577354,0.6432063413,0.3653102235,0.3979776191,0.2320904772
0.2,0.55,0.1484860214,0.2131091513,0.6384048274,0.0618583979,0.1065703491,0.1187926728,0.2121865248,0.3206643267,0.4639437998,0.1660201704,0.4326038898,0.2330871054,0.6769360721,0.4033187621,0.4014866403,0.2420051051
0.2,0.6,0.142889849,0.1980719106,0.6590382404,0.0608612964,0.109233996,0.1220358001,0.2628944193,0.3299430405,0.4949254115,0.1700559815,0.4768553343,0.2416671418,0.7102926309,0.4428226005,0.4046427342,0.2535056927
0.2,0.65,0.1372271218,0.1738755311,0.6888973471,0.0597609358,0.1065432056,0.1202003281,0.3411462849,0.322971122,0.537544114,0.1707619845,0.5377285708,0.2458400618,0.7443154517,0.4999329759,0.4086928378,0.2605469673
0.2,0.7,0.1316473739,0.1550155318,0.7133370943,0.0587771393,0.1037149669,0.1179427993,0.4033060306,0.3152186125,0.5728557861,0.1697864943,0.5888256216,0.2467848873,0.7804460109,0.547782483,0.4107273817,0.2629781708
0.2,0.75,0.1262520084,0.1309939658,0.7427540258,0.0574863863,0.1004351445,0.1148063869,0.4807660942,0.3057048572,0.6161109723,0.1666682534,0.6521328269,0.2444469473,0.816229208,0.6131245148,0.409631034,0.2642304628
0.2,0.8,0.1214519227,0.1083416289,0.7702064484,0.0562085576,0.0930149546,0.1081376058,0.5535231906,0.2840301255,0.6563559824,0.1588967007,0.7113216157,0.2347440778,0.8484776765,0.6743864238,0.4079682356,0.256122302
0.2,0.85,0.1163209198,0.0799682936,0.8037107866,0.055216095,0.0840868812,0.1007856355,0.6437741993,0.2584554511,0.7065782126,0.1473810841,0.7859809975,0.2187018459,0.8851731965,0.7580295946,0.405781997,0.2360927001
0.2,0.9,0.111620095,0.0528393616,0.8355405434,0.0540940784,0.0692184353,0.0878749286,0.7298618203,0.2146178495,0.753576463,0.1305993926,0.8559211218,0.1945360837,0.9187995858,0.8377266092,0.4027254921,0.2024459029
0.2,0.95,0.1072079123,0.0242619345,0.8685301532,0.0529396625,0.0462068116,0.0702849944,0.8200062841,0.1484087,0.802819438,0.1052787666,0.9294136816,0.157427195,0.9511584349,0.9244912037,0.3978139534,0.1404137433
0.25,0.05,0.1859519406,0.3294797729,0.4845682865,0.0660855093,0.0820657724,0.0872263801,-0.1743912593,0.2334512393,0.2472477595,0.1088366834,0.1659825493,0.1232898959,0.5900603797,0.1979375156,0.4334060908,0.146858804
0.25,0.1,0.1805719999,0.3244914486,0.4949365516,0.065625982,0.0845729019,0.0902039666,-0.1540463456,0.2423059681,0.2615878173,0.1137857976,0.174469641,0.1296844498,0.5928959865,0.2050224587,0.4319436086,0.1517978375
0.25,0.15,0.1760078552,0.3213528047,0.5026393402,0.0650612533,0.0870386896,0.0933996255,-0.1400662691,0.25131442,0.2729532617,0.1181772648,0.1838305592,0.1366340346,0.5987013773,0.2125300104,0.4292212823,0.1558986648
0.25,0.2,0.171453708,0.3123793337,0.5161669583,0.064403758,0.0895944084,0.0964096998,-0.1085917092,0.2602916645,0.2908975613,0.1242908028,0.1977467431,0.1467736033,0.6048877254,0.2226928982,0.4301379463,0.1631071001
0.25,0.25,0.1674859856,0.3069868247,0.5255271896,0.0641937555,0.0921581483,0.0995015539,-0.0884464598,0.2691073151,0.3043661228,0.1289640109,0.2112469635,0.1550733302,0.6155624252,0.232802228,0.4348047852,0.1687853312
0.25,0.3,0.1629629735,0.2993578748,0.5376791516,0.0635591937,0.0954845221,0.103557687,-0.061036598,0.2807076864,0.3218866712,0.1351577356,0.2303825167,0.1663744717,0.6279861614,0.2476505159,0.4377297464,0.1763911949
0.25,0.35,0.1578811012,0.2876046703,0.5545142286,0.062888716,0.09761036,0.1062092328,-0.0206951119,0.2882670923,0.3449637591,0.1406531953,0.254994229,0.1787054853,0.6450650495,0.2648883493,0.4436481954,0.1854836906
0.25,0.4,0.1534007927,0.2762326561,0.5703665512,0.0621365978,0.1003247826,0.1093188488,0.017901239,0.2975235966,0.3672454029,0.1464912276,0.2812952941,0.1917979169,0.6610694695,0.286059628,0.4500715907,0.1951917859
0.25,0.45,0.1490568786,0.2663708359,0.5845722855,0.0617589135,0.1024198076,0.112224038,0.0518306138,0.3051119127,0.3870892991,0.1524499571,0.306511125,0.2038825767,0.6823951907,0.3044136109,0.4580954217,0.2051742943
0.25,0.5,0.1448960617,0.2500693398,0.6050345985,0.0609058834,0.1059252376,0.1163555099,0.1048959189,0.3170452595,0.4169836827,0.1587481625,0.3468922657,0.2178676157,0.7013130928,0.3397426358,0.4638025955,0.2189803158
0.25,0.55,0.1405390081,0.2357422073,0.6237187846,0.0600774681,0.1077697765,0.1185357546,0.15223437,0.3234494077,0.4439728639,0.1628326288,0.3837740565,0.2282948722,0.7248161644,0.3708407184,0.4692451819,0.2296134469
0.25,0.6,0.1363244903,0.2192099118,0.6444655979,0.0593321422,0.1081978023,0.1199116647,0.2060457743,0.3260926284,0.4733222409,0.1671743309,0.4250435144,0.2388374423,0.7485412857,0.4061911665,0.477444503,0.2399729446
0.25,0.65,0.1316987896,0.1984135395,0.6698876709,0.0584572546,0.1077770515,0.1195877047,0.273060592,0.3252145647,0.5100664834,0.1683843914,0.4772020478,0.2465440545,0.7782380721,0.4537005749,0.4835676581,0.2500579549
0.25,0.7,0.1275264041,0.1782255865,0.6942480094,0.0577996628,0.1093026421,0.1217199376,0.3377968365,0.3308293111,0.5463728354,0.1712427734,0.5320776547,0.2531960648,0.8072697615,0.507207341,0.4904213415,0.2584376901
0.25,0.75,0.1234037205,0.1499122362,0.7266840433,0.0568466665,0.103169136,0.1165913662,0.4268595708,0.3133381188,0.5929801121,0.1671771405,0.6011935218,0.2521723214,0.8364182639,0.5760945478,0.4947101729,0.2582626518
0.25,0.8,0.1192646124,0.1238923126,0.7568430749,0.0558217722,0.097730034,0.1119992377,0.5090584497,0.2978360363,0.6371624951,0.1624165272,0.6684443496,0.248086746,0.8663849827,0.6447792338,0.4995256361,0.2549706768
0.25,0.85,0.1149676866,0.0947724497,0.7902598636,0.0547028985,0.0883831913,0.1037288055,0.6007149641,0.2704879148,0.6861696005,0.1528866396,0.7440719595,0.2354461792,0.9000144701,0.7245584318,0.5020274864,0.2398354269
0.25,0.9,0.1110463813,0.0624336773,0.8265199414,0.0540060034,0.0743482288,0.0919373549,0.7016525869,0.2295432195,0.740286357,0.1357384096,0.8282320431,0.2106927585,0.9332608953,0.8171524262,0.5060108688,0.2061321355
0.25,0.95,0.1068772807,0.0326424108,0.8604803085,0.0529639856,0.0555479434,0.0769737687,0.7951954868,0.1751512482,0.7908301496,0.1148643498,0.9071801712,0.1794690328,0.968930399,0.9035746778,0.5075536704,0.1582979651
0.3,0.05,0.161326097,0.3401138287,0.4985600743,0.0623863428,0.0823289214,0.0869302684,-0.1816675831,0.2357006809,0.2677337094,0.1085601653,0.1707723901,0.1283100626,0.7854095451,0.1904394242,0.580478519,0.14515097
0.3,0.1,0.1584259649,0.3361546756,0.5054193594,0.062186821,0.0840294801,0.0893693092,-0.1668899918,0.2420577204,0.2776271646,0.1119277335,0.1772625117,0.1327554836,0.7867340491,0.1949906605,0.5784040322,0.1486979289
0.3,0.15,0.1557683436,0.3316917913,0.512539865,0.0617924649,0.086632339,0.0922204136,-0.1508437176,0.2508150107,0.2875298318,0.1166541588,0.1856659415,0.1383812421,0.7873555055,0.2029149923,0.5748936322,0.1532470909
0.3,0.2,0.1531312886,0.3244748813,0.5223938301,0.0613334944,0.0888524207,0.0945204239,-0.1265559324,0.2581612916,0.3011027243,0.1204816425,0.1953840456,0.1451185473,0.7885936575,0.2117216002,0.571807759,0.1584005916
0.3,0.25,0.1502945692,0.3181838826,0.5315215482,0.0611500105,0.0909425373,0.0973856795,-0.104846217,0.2657000841,0.3134956261,0.1255939745,0.2071279828,0.1532443739,0.7953708642,0.2206338891,0.5724457928,0.1638379842
0.3,0.3,0.1476642268,0.310605063,0.5417307102,0.0606930547,0.094201685,0.1009740634,-0.0794794159,0.2765207686,0.3278603206,0.1315570802,0.2223554094,0.1634269513,0.7999434574,0.2344744222,0.5709863717,0.1716253414
0.3,0.35,0.1447468133,0.3018469668,0.5534062199,0.0601907179,0.0949958064,0.1024453666,-0.0502877138,0.2799723805,0.3433690149,0.1354064445,0.2373630918,0.1715234118,0.806742893,0.2451010309,0.5705717734,0.1767718947
0.3,0.4,0.1416632985,0.2941059021,0.5642307994,0.0599197359,0.0989539003,0.1068216513,-0.0239810047,0.2929216489,0.3598248295,0.1410798217,0.2575889189,0.183338124,0.817882306,0.2622817357,0.5751233738,0.1872295075
0.3,0.45,0.1389091299,0.2816714393,0.5794194309,0.0594715039,0.1013918223,0.1099460257,0.0160765523,0.3014506195,0.3812390474,0.146727466,0.2838061798,0.1951213209,0.8275498525,0.2846991585,0.5776116393,0.1968332413
0.3,0.5,0.1361928089,0.2694842004,0.5943229907,0.0589999239,0.1031305607,0.1121729416,0.0553545899,0.3075740558,0.4018779591,0.1516975608,0.3101065296,0.2059789137,0.8377014171,0.3075523704,0.5814872509,0.2057543574
0.3,0.55,0.1330580212,0.2529439069,0.6139980719,0.0583180312,0.1060822939,0.1156197751,0.1081102581,0.3175256371,0.4300874067,0.1579697994,0.3482161416,0.2204210132,0.8512063559,0.3421966549,0.5836968943,0.2195813157
0.3,0.6,0.1300106402,0.2342677188,0.635721641,0.0578070761,0.1073345842,0.1175782909,0.1671862034,0.3223583801,0.4609372657,0.1628134822,0.3903267442,0.2343507879,0.8677875952,0.380898136,0.5882115918,0.2328296708
0.3,0.65,0.126903417,0.2166265576,0.6564700254,0.0573100947,0.1085779996,0.1194738769,0.2232169101,0.3270905376,0.4911697076,0.1664330926,0.43477129,0.2436627669,0.8863021607,0.4224292838,0.5945226525,0.2418326182
0.3,0.7,0.1236415182,0.1943139929,0.6820444889,0.0567622749,0.1078253102,0.1194843722,0.293416503,0.3257965915,0.5280913343,0.168284916,0.4893398395,0.2518579682,0.9092423964,0.4747455993,0.5989017025,0.2498624581
0.3,0.75,0.1205325811,0.168352769,0.7111146499,0.0560058222,0.1053601726,0.1174513328,0.374409112,0.318929049,0.5698633913,0.1684680589,0.5523588409,0.2575797059,0.927900003,0.5379189624,0.6059652704,0.2557405386
0.3,0.8,0.1172922484,0.1434134324,0.7392943193,0.0551834533,0.1040411253,0.1172069832,0.4524674546,0.3163373804,0.6116935052,0.168464379,0.6183167805,0.2602571863,0.9511836327,0.6043902154,0.6102885107,0.2577264043
0.3,0.85,0.1132951048,0.1087808048,0.7779240904,0.0542613171,0.0913011407,0.1056069595,0.5603624808,0.2785413764,0.6677051451,0.1557235376,0.7052983169,0.2465826472,0.9826107576,0.6924233431,0.6181560965,0.2424157574
0.3,0.9,0.1102468669,0.0760097119,0.8137434213,0.0535956726,0.0817330216,0.0977528986,0.6617239976,0.2510052115,0.7212796801,0.1440302063,0.7915223489,0.2299358682,1.009031515,0.7846084261,0.6242848942,0.2189144323
0.3,0.95,0.1066229157,0.0390108187,0.8543662656,0.052729927,0.0612017604,0.080971704,0.7763446281,0.1912649812,0.7817542043,0.1203890023,0.8889925367,0.1948115054,1.0426561491,0.88822627,0.6297882818,0.1698972816
0.35,0.05,0.1422741458,0.3482926411,0.5094332131,0.0590444722,0.0827522074,0.0869587854,-0.1871520691,0.2383286778,0.2839695076,0.1084016902,0.1765616828,0.1310183144,1.0615226287,0.1889283714,0.8274808953,0.1398408046
0.35,0.1,0.141390938,0.3455310458,0.5130780162,0.0589329765,0.0846083271,0.0887990071,-0.1779840754,0.2442560412,0.2896318777,0.1106642525,0.1810424656,0.1340785081,1.0615338671,0.1935712923,0.8244713973,0.1432775348
