pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m
0.15,0.9,0.0373869032741817,0.0325588602849292,0.9300542364408856,0.0059737984928261,0.0106363338186014,0.0122815433750437,0.8649365158710269,0.0335542110122465,0.8950813546613281
0.15,0.95,0.0356920769807551,0.0153956510872284,0.948912271932022,0.0056981716111462,0.006235316438019,0.0083930954874846,0.9181209697575652,0.0208637283635226,0.9233684078980332
0.2,0.05,0.0857295676080981,0.3546993251687105,0.5595711072231963,0.0086244911755993,0.0145541685452823,0.0148698858435009,-0.1498275431142248,0.0439782229340657,0.3393566608347944
0.2,0.1,0.0805946013496629,0.3438720319920021,0.5755333666583358,0.0087950048804584,0.0164622938892176,0.0170106863144254,-0.1122106973256684,0.0499352740928607,0.3633000499875036
0.2,0.15,0.0762066983254186,0.3360894776305938,0.5877038240439877,0.0084024707747912,0.0166056313265126,0.0173975000466455,-0.0844751312171999,0.0506087626996709,0.3815557360659816
0.2,0.2,0.0726593351662084,0.3258672831792051,0.6014733816545867,0.0079990729749069,0.016718317255096,0.0172301582635375,-0.0502611847038234,0.0506667927737296,0.4022100724818801
0.2,0.25,0.0686890777305672,0.3115991002249427,0.6197118220444878,0.0081110913676401,0.0176680428794534,0.0184273759039187,-0.0034863784053976,0.0537634616628256,0.4295677330667318
0.2,0.3,0.0652496875781054,0.2980167458135463,0.6367335666083477,0.007635272786703,0.0197606925361341,0.0205552668555075,0.0407000749812549,0.0600766519277757,0.4551003499125214
0.2,0.35,0.0614063984003999,0.2802581854536359,0.6583354161459611,0.0076066286257604,0.0190442267789111,0.0197719616599624,0.0978190452386893,0.0578604152177847,0.4875031242189417
0.2,0.4,0.0589660084978758,0.25920544863784,0.6818285428642848,0.0075280704226866,0.0187648282780558,0.0195740924464259,0.1634176455886048,0.0571037490025376,0.5227428142964272
0.2,0.45,0.0558157960509874,0.2459225193701573,0.6982616845788578,0.0072112280800425,0.0219028650009806,0.0230732584188163,0.206416645838543,0.0668789884207776,0.5473925268682867
0.2,0.5,0.0532359410147466,0.2194298925268683,0.7273341664583866,0.0070610422687107,0.0182595083781969,0.0191855558913805,0.2884743814046498,0.0557045726477744,0.5910012496875798
0.2,0.55,0.0507888027993004,0.2048202949262688,0.7443909022744303,0.0069697298793678,0.0190797129960855,0.0199821459610999,0.3347503124218927,0.058141571953271,0.6165863534116454
0.2,0.6,0.0486210947263187,0.1822591852036984,0.7691197200699793,0.0068372797881376,0.0199599989037059,0.0210379398592547,0.4046013496625824,0.0609579376666665,0.6536795801049688
0.2,0.65,0.0462506873281682,0.1651402149462627,0.7886090977255665,0.0065218011432779,0.0215984509827392,0.0225595690830011,0.458328667833041,0.0657564710484796,0.6829136465883499
0.2,0.7,0.0438507873031743,0.1332816795801049,0.8228675331167191,0.0064617319663538,0.0166151101945881,0.0176396272108557,0.5563041739565091,0.0508698476000321,0.7343012996750786
0.2,0.75,0.0421099725068736,0.1135046238440395,0.8443854036490938,0.0063725507470904,0.0169044976593426,0.0180135345474804,0.6173761559610147,0.0518225298661656,0.7665781054736407
0.2,0.8,0.0402654336415898,0.0945191202199454,0.8652154461384672,0.0063564948964156,0.0171039234336978,0.0182053033854742,0.6761772056985763,0.0524131502528699,0.7978231692077009
0.2,0.85,0.0386178455386157,0.0648567858035488,0.8965253686578353,0.0060780483263244,0.0120203466907721,0.0131661087178524,0.7668117970507375,0.0372068020993966,0.8447880529867529
